JournalCode;JournalLib;EcritureNum;EcritureDate;CompteNum;CompteLib;CompAuxNum;CompAuxLib;PieceRef;PieceDate;EcritureLib;ValidDate;MontantDebit;MontantCredit;Sens;RefEcriture;EcritureLet;DateLet
ANO;A nouveaux;010010001;20230101;10100000;CompteLib_0001;;;RAN;20230101;EcritureLib_0001;;0,00;93412,33;C;010010001;;
ANO;A nouveaux;010010001;20230101;10800000;CompteLib_0002;;;RAN;20230101;EcritureLib_0001;;0,00;12456,12;C;010010001;;
ANO;A nouveaux;010010001;20230101;12900000;CompteLib_0003;;;RAN;20230101;EcritureLib_0001;;6157,58;0,00;D;010010001;;
ANO;A nouveaux;010010001;20230101;20700000;CompteLib_0004;;;RAN;20230101;EcritureLib_0001;;5793,00;0,00;D;010010001;;
ANO;A nouveaux;010010001;20230101;21540000;CompteLib_0005;;;RAN;20230101;EcritureLib_0001;;85678,58;0,00;D;010010001;;
ANO;A nouveaux;010010001;20230101;21810000;CompteLib_0006;;;RAN;20230101;EcritureLib_0001;;18846,17;0,00;D;010010001;;
ANO;A nouveaux;010010001;20230101;21830000;CompteLib_0007;;;RAN;20230101;EcritureLib_0001;;17110,02;0,00;D;010010001;;
ANO;A nouveaux;010010001;20230101;21840000;CompteLib_0008;;;RAN;20230101;EcritureLib_0001;;12151,14;0,00;D;010010001;;
ANO;A nouveaux;010010001;20230101;26100000;CompteLib_0009;;;RAN;20230101;EcritureLib_0001;;9736,00;0,00;D;010010001;;
ANO;A nouveaux;010010001;20230101;28154000;CompteLib_0010;;;RAN;20230101;EcritureLib_0001;;0,00;81578,66;C;010010001;;
ANO;A nouveaux;010010001;20230101;28181000;CompteLib_0011;;;RAN;20230101;EcritureLib_0001;;0,00;18570,69;C;010010001;;
ANO;A nouveaux;010010001;20230101;28183000;CompteLib_0012;;;RAN;20230101;EcritureLib_0001;;0,00;17110,02;C;010010001;;
ANO;A nouveaux;010010001;20230101;28184000;CompteLib_0013;;;RAN;20230101;EcritureLib_0001;;0,00;10370,51;C;010010001;;
ANO;A nouveaux;010010001;20230101;31000000;CompteLib_0014;;;RAN;20230101;EcritureLib_0001;;1234,05;0,00;D;010010001;;
ANO;A nouveaux;010010001;20230101;40810000;CompteLib_0015;;;RAN;20230101;EcritureLib_0001;;0,00;1274,40;C;010010001;;
ANO;A nouveaux;010010001;20230101;40960000;CompteLib_0016;;;RAN;20230101;EcritureLib_0001;;107,89;0,00;D;010010001;;
ANO;A nouveaux;010010001;20230101;44566100;CompteLib_0017;;;RAN;20230101;EcritureLib_0001;;2665,05;0,00;D;010010001;;
ANO;A nouveaux;010010001;20230101;44567000;CompteLib_0018;;;RAN;20230101;EcritureLib_0001;;3184,00;0,00;D;010010001;;
ANO;A nouveaux;010010001;20230101;44586000;CompteLib_0019;;;RAN;20230101;EcritureLib_0001;;212,40;0,00;D;010010001;;
ANO;A nouveaux;010010001;20230101;48600000;CompteLib_0020;;;RAN;20230101;EcritureLib_0001;;10226,21;0,00;D;010010001;;
ANO;A nouveaux;010010001;20230101;51219000;CompteLib_0021;;;RAN;20230101;EcritureLib_0001;;14699,72;0,00;D;010010001;;
ANO;A nouveaux;010010001;20230101;51219100;CompteLib_0022;;;RAN;20230101;EcritureLib_0001;;46007,10;0,00;D;010010001;;
ANO;A nouveaux;010010001;20230101;53000000;CompteLib_0023;;;RAN;20230101;EcritureLib_0001;;7790,12;0,00;D;010010001;;
ANO;A nouveaux;010010001;20230101;40100000;CompteLib_0024;401FRANC;FRANCE BOISSONS ;4383899627;20230101;EcritureLib_0002;;0,00;73,44;C;010010001;;
ANO;A nouveaux;010010001;20230101;40100000;CompteLib_0024;401FRANC;FRANCE BOISSONS ;4383902711;20230101;EcritureLib_0002;;0,00;371,11;C;010010001;;
ANO;A nouveaux;010010001;20230101;40100000;CompteLib_0024;401FRANC;FRANCE BOISSONS ;4383942123;20230101;EcritureLib_0003;;132,13;0,00;D;010010001;;
ANO;A nouveaux;010010001;20230101;40100000;CompteLib_0024;401FRANC;FRANCE BOISSONS ;4383941799;20230101;EcritureLib_0003;;0,00;98,80;C;010010001;;
ANO;A nouveaux;010010001;20230101;40100000;CompteLib_0024;401FRANC;FRANCE BOISSONS ;4383944389;20230101;EcritureLib_0003;;60,07;0,00;D;010010001;;
ANO;A nouveaux;010010001;20230101;40100000;CompteLib_0024;401FRANC;FRANCE BOISSONS ;4383944385;20230101;EcritureLib_0003;;57,52;0,00;D;010010001;;
ANO;A nouveaux;010010001;20230101;40100000;CompteLib_0024;401FRANC;FRANCE BOISSONS ;4383949462;20230101;EcritureLib_0003;;0,00;160,13;C;010010001;;
