JournalCode;JournalLib;EcritureNum;EcritureDate;CompteNum;CompteLib;CompAuxNum;CompAuxLib;PieceRef;PieceDate;EcritureLib;ValidDate;MontantDebit;MontantCredit;Sens;RefEcriture;EcritureLet;DateLet
AN;A Nouveau;AN/1;20230701;10130000;CompteLib_0001;;;23G2;20230701;EcritureLib_0001;20241004;0,00;9050,00;C;AN/1;;
AN;A Nouveau;AN/1;20230701;26100000;CompteLib_0002;;;23G2;20230701;EcritureLib_0002;20241004;1000,00;0,00;D;AN/1;;
AN;A Nouveau;AN/1;20230701;27500000;CompteLib_0003;;;23G2;20230701;EcritureLib_0003;20241004;1274,51;0,00;D;AN/1;;
AN;A Nouveau;AN/1;20230701;40100000;CompteLib_0004;FCOJT;COJT;23G2;20230701;EcritureLib_0004;20241004;0,00;3000,00;C;AN/1;;
AN;A Nouveau;AN/1;20230701;40100000;CompteLib_0004;FCOMPTOIR;COMPTOIR D'ARISTEE;23G2;20230701;EcritureLib_0005;20241004;0,00;1200,00;C;AN/1;A;20240612
AN;A Nouveau;AN/1;20230701;40100000;CompteLib_0004;FDELOBEL;MAXIME DELOBEL;23G2;20230701;EcritureLib_0006;20241004;0,00;450,00;C;AN/1;B;20240612
AN;A Nouveau;AN/1;20230701;40100000;CompteLib_0004;FFLUNCH;FLUNCH;23G2;20230701;EcritureLib_0007;20241004;0,00;6353,69;C;AN/1;A;20231017
AN;A Nouveau;AN/1;20230701;40100000;CompteLib_0004;FGHESTEM;GHESTEM;23G2;20230701;EcritureLib_0008;20241004;60,00;0,00;D;AN/1;;
AN;A Nouveau;AN/1;20230701;40100000;CompteLib_0004;FLJ2;LJ2;23G2;20230701;EcritureLib_0009;20241004;0,00;693,60;C;AN/1;A;20240612
AN;A Nouveau;AN/1;20230701;40100000;CompteLib_0004;FMEMENTO;MEMENTO;23G2;20230701;EcritureLib_0010;20241004;0,00;2220,00;C;AN/1;A;20240612
AN;A Nouveau;AN/1;20230701;40100000;CompteLib_0004;FOBSTUDIO;OB STUDIO;23G2;20230701;EcritureLib_0011;20241004;0,00;942,00;C;AN/1;B;20240612
AN;A Nouveau;AN/1;20230701;40100000;CompteLib_0004;FOMR;OMR;23G2;20230701;EcritureLib_0012;20241004;0,00;3830,74;C;AN/1;D;20240612
AN;A Nouveau;AN/1;20230701;40100000;CompteLib_0004;FSAUVEMATHUR;SAUVE MATHURIN;23G2;20230701;EcritureLib_0013;20241004;0,00;500,00;C;AN/1;A;20240612
AN;A Nouveau;AN/1;20230701;40100000;CompteLib_0004;FSOPERFECT;SO PERFECT;23G2;20230701;EcritureLib_0014;20241004;0,00;1239,60;C;AN/1;B;20240612
AN;A Nouveau;AN/1;20230701;40100000;CompteLib_0004;FSPORTIN;SPORT IN;23G2;20230701;EcritureLib_0015;20241004;960,00;0,00;D;AN/1;D;20240612
AN;A Nouveau;AN/1;20230701;40100000;CompteLib_0004;FSTAB;STAB VELODROME;23G2;20230701;EcritureLib_0016;20241004;0,00;6141,00;C;AN/1;A;20231017
AN;A Nouveau;AN/1;20230701;40100000;CompteLib_0004;FSVLM;STADE VILLENEUVOIS;23G2;20230701;EcritureLib_0017;20241004;0,00;235,44;C;AN/1;A;20240612
AN;A Nouveau;AN/1;20230701;40810000;CompteLib_0005;;;23G2;20230701;EcritureLib_0018;20241004;0,00;29860,09;C;AN/1;;
AN;A Nouveau;AN/1;20230701;41100000;CompteLib_0006;CAVENTIM;Aventim;23G2;20230701;EcritureLib_0019;20241004;216,00;0,00;D;AN/1;A;20240612
AN;A Nouveau;AN/1;20230701;41100000;CompteLib_0006;CBASKET;LILLE METROPOLE BASKET SASP;23G2;20230701;EcritureLib_0020;20241004;7500,00;0,00;D;AN/1;;
AN;A Nouveau;AN/1;20230701;41100000;CompteLib_0006;CCAHEM;CAHEM;23G2;20230701;EcritureLib_0021;20241004;960,00;0,00;D;AN/1;;
AN;A Nouveau;AN/1;20230701;41100000;CompteLib_0006;CENTLM;ENTLM;23G2;20230701;EcritureLib_0022;20241004;11080,00;0,00;D;AN/1;;
AN;A Nouveau;AN/1;20230701;41100000;CompteLib_0006;CMEL;MEL;23G2;20230701;EcritureLib_0023;20241004;12000,00;0,00;D;AN/1;;
AN;A Nouveau;AN/1;20230701;41100000;CompteLib_0006;CNISSAN;NISSAN;23G2;20230701;EcritureLib_0024;20241004;9600,00;0,00;D;AN/1;;
AN;A Nouveau;AN/1;20230701;41100000;CompteLib_0006;CSERGIC;SERGIC;23G2;20230701;EcritureLib_0025;20241004;480,00;0,00;D;AN/1;;
AN;A Nouveau;AN/1;20230701;41100000;CompteLib_0006;CSGCREDITDN;SG Crï¿œdit du Nord;23G2;20230701;EcritureLib_0026;20241004;330,00;0,00;D;AN/1;;
AN;A Nouveau;AN/1;20230701;41100000;CompteLib_0006;CSPORTSBUSIN;SPORTS BUSINESS CLUB BY HBH 71;23G2;20230701;EcritureLib_0027;20241004;1560,00;0,00;D;AN/1;;
AN;A Nouveau;AN/1;20230701;42100000;CompteLib_0007;;;23G2;20230701;EcritureLib_0028;20241004;0,00;25,64;C;AN/1;;
AN;A Nouveau;AN/1;20230701;42820000;CompteLib_0008;;;23G2;20230701;EcritureLib_0029;20241004;0,00;4113,99;C;AN/1;;
AN;A Nouveau;AN/1;20230701;43100000;CompteLib_0009;;;23G2;20230701;EcritureLib_0030;20241004;0,00;2797,45;C;AN/1;;
AN;A Nouveau;AN/1;20230701;43702000;CompteLib_0010;;;23G2;20230701;EcritureLib_0031;20241004;0,00;351,46;C;AN/1;G;20240710
AN;A Nouveau;AN/1;20230701;43730000;CompteLib_0011;;;23G2;20230701;EcritureLib_0032;20241004;0,00;542,59;C;AN/1;I;20240704
AN;A Nouveau;AN/1;20230701;43780000;CompteLib_0012;;;23G2;20230701;EcritureLib_0033;20241004;0,00;9,03;C;AN/1;;
AN;A Nouveau;AN/1;20230701;43781000;CompteLib_0013;;;23G2;20230701;EcritureLib_0034;20241004;115,52;0,00;D;AN/1;;
AN;A Nouveau;AN/1;20230701;43820000;CompteLib_0014;;;23G2;20230701;EcritureLib_0035;20241004;0,00;807,57;C;AN/1;;
AN;A Nouveau;AN/1;20230701;44210000;CompteLib_0015;;;23G2;20230701;EcritureLib_0036;20241004;0,00;542,06;C;AN/1;;
AN;A Nouveau;AN/1;20230701;44400000;CompteLib_0016;;;23G2;20230701;EcritureLib_0037;20241004;0,00;4708,00;C;AN/1;;
