JournalCode;JournalLib;EcritureNum;EcritureDate;CompteNum;CompteLib;CompAuxNum;CompAuxLib;PieceRef;PieceDate;EcritureLib;ValidDate;MontantDebit;MontantCredit;Sens;RefEcriture;EcritureLet;DateLet
AN;A-nouveaux;AN/1;20220101;10130000;CompteLib_0001;;;22A1;20220101;EcritureLib_0001;20230308;0,00;5000,00;C;AN/1;A;20230309
AN;A-nouveaux;AN/1;20220101;10610000;CompteLib_0002;;;22A1;20220101;EcritureLib_0002;20230308;0,00;500,00;C;AN/1;A;20230309
AN;A-nouveaux;AN/1;20220101;10680000;CompteLib_0003;;;22A1;20220101;EcritureLib_0003;20230308;0,00;30048,52;C;AN/1;A;20230309
AN;A-nouveaux;AN/1;20220101;16400000;CompteLib_0004;;;22A1;20220101;EcritureLib_0004;20230308;0,00;88645,16;C;AN/1;A;20230309
AN;A-nouveaux;AN/1;20220101;20100000;CompteLib_0005;;;22A1;20220101;EcritureLib_0005;20230308;6211,51;0,00;D;AN/1;A;20230309
AN;A-nouveaux;AN/1;20220101;20700000;CompteLib_0006;;;22A1;20220101;EcritureLib_0006;20230308;53381,82;0,00;D;AN/1;A;20230309
AN;A-nouveaux;AN/1;20220101;21540000;CompteLib_0007;;;22A1;20220101;EcritureLib_0007;20230308;3031,70;0,00;D;AN/1;A;20230309
AN;A-nouveaux;AN/1;20220101;21810000;CompteLib_0008;;;22A1;20220101;EcritureLib_0008;20230308;50894,68;0,00;D;AN/1;A;20230309
AN;A-nouveaux;AN/1;20220101;21830000;CompteLib_0009;;;22A1;20220101;EcritureLib_0009;20230308;623,25;0,00;D;AN/1;A;20230309
AN;A-nouveaux;AN/1;20220101;21840000;CompteLib_0010;;;22A1;20220101;EcritureLib_0010;20230308;7357,80;0,00;D;AN/1;A;20230309
AN;A-nouveaux;AN/1;20220101;27500000;CompteLib_0011;;;22A1;20220101;EcritureLib_0011;20230308;1304,00;0,00;D;AN/1;A;20230309
AN;A-nouveaux;AN/1;20220101;28010000;CompteLib_0012;;;22A1;20220101;EcritureLib_0012;20230308;0,00;2686,20;C;AN/1;A;20230309
AN;A-nouveaux;AN/1;20220101;28154000;CompteLib_0013;;;22A1;20220101;EcritureLib_0013;20230308;0,00;799,80;C;AN/1;A;20230309
AN;A-nouveaux;AN/1;20220101;28181000;CompteLib_0014;;;22A1;20220101;EcritureLib_0014;20230308;0,00;10527,74;C;AN/1;A;20230309
AN;A-nouveaux;AN/1;20220101;28183000;CompteLib_0015;;;22A1;20220101;EcritureLib_0015;20230308;0,00;278,90;C;AN/1;A;20230309
AN;A-nouveaux;AN/1;20220101;28184000;CompteLib_0016;;;22A1;20220101;EcritureLib_0016;20230308;0,00;1251,14;C;AN/1;A;20230309
AN;A-nouveaux;AN/1;20220101;31000000;CompteLib_0017;;;22A1;20220101;EcritureLib_0017;20230308;614,64;0,00;D;AN/1;A;20230309
AN;A-nouveaux;AN/1;20220101;37000000;CompteLib_0018;;;22A1;20220101;EcritureLib_0018;20230308;2961,22;0,00;D;AN/1;A;20230309
AN;A-nouveaux;AN/1;20220101;40100000;CompteLib_0019;FAMARENA;ANTOINE MARIE ARENA PATRIMONIO;22A1;20220101;EcritureLib_0019;20230308;0,00;854,40;C;AN/1;A;20230309
AN;A-nouveaux;AN/1;20220101;40100000;CompteLib_0019;FCHARAVINPOU;SCEA EMILE CHARAVIN JL POUZOULAS RASTEAU;22A1;20220101;EcritureLib_0020;20230308;0,00;183,60;C;AN/1;A;20230309
AN;A-nouveaux;AN/1;20220101;40100000;CompteLib_0019;FDEMINGRAUT;EARL DOMAINE DE MINGRAUT FONTCOUVERTE;22A1;20220101;EcritureLib_0021;20230308;0,00;128,52;C;AN/1;A;20230309
AN;A-nouveaux;AN/1;20220101;40100000;CompteLib_0019;FEQUIPHOTEL;EQUIPEMENTS HOTELIERS HAUTS DE FRAN FLEURBAIX;22A1;20220101;EcritureLib_0022;20230308;0,00;221,66;C;AN/1;A;20230309
AN;A-nouveaux;AN/1;20220101;40100000;CompteLib_0019;FFABLESAFFRE;FABIEN LESAFFRE COMINES;22A1;20220101;EcritureLib_0023;20230308;0,00;153,95;C;AN/1;A;20230309
AN;A-nouveaux;AN/1;20220101;40100000;CompteLib_0019;FLAFABRIQ;LA FABRIQ' RACHES;22A1;20220101;EcritureLib_0024;20230308;0,00;46,08;C;AN/1;B;20230309
AN;A-nouveaux;AN/1;20220101;40100000;CompteLib_0019;FLAMADELEINE;MATHIEU LA MADELEINE HEM;22A1;20220101;EcritureLib_0025;20230308;0,00;32,22;C;AN/1;A;20230309
