JournalCode;JournalLib;EcritureNum;EcritureDate;CompteNum;CompteLib;CompAuxNum;CompAuxLib;PieceRef;PieceDate;EcritureLib;ValidDate;MontantDebit;MontantCredit;Sens;RefEcriture;EcritureLet;DateLet
AN1;A-nouveaux;;20210101;10130000;CompteLib_0001;;;Non dispo;20210101;EcritureLib_0001;20221128;0,00;10000,00;C;;;
AN1;A-nouveaux;;20210101;11900000;CompteLib_0002;;;Non dispo;20210101;EcritureLib_0001;20221128;3893,88;0,00;D;;;
AN1;A-nouveaux;;20210101;12900000;CompteLib_0003;;;Non dispo;20210101;EcritureLib_0002;20221128;207,32;0,00;D;;A;20250403
AN1;A-nouveaux;;20210101;16400000;CompteLib_0004;;;Non dispo;20210101;EcritureLib_0001;20221128;0,00;40063,09;C;;;
AN1;A-nouveaux;;20210101;16410000;CompteLib_0005;;;Non dispo;20210101;EcritureLib_0001;20221128;0,00;14000,00;C;;;
AN1;A-nouveaux;;20210101;20700000;CompteLib_0006;;;Non dispo;20210101;EcritureLib_0001;20221128;18000,00;0,00;D;;;
AN1;A-nouveaux;;20210101;21540000;CompteLib_0007;;;Non dispo;20210101;EcritureLib_0001;20221128;21469,90;0,00;D;;;
AN1;A-nouveaux;;20210101;21810000;CompteLib_0008;;;Non dispo;20210101;EcritureLib_0001;20221128;21028,15;0,00;D;;;
AN1;A-nouveaux;;20210101;21840000;CompteLib_0009;;;Non dispo;20210101;EcritureLib_0001;20221128;520,00;0,00;D;;;
AN1;A-nouveaux;;20210101;27500000;CompteLib_0010;;;Non dispo;20210101;EcritureLib_0001;20221128;2121,75;0,00;D;;;
AN1;A-nouveaux;;20210101;28154000;CompteLib_0011;;;Non dispo;20210101;EcritureLib_0001;20221128;0,00;7500,72;C;;;
AN1;A-nouveaux;;20210101;28181000;CompteLib_0012;;;Non dispo;20210101;EcritureLib_0001;20221128;0,00;4544,75;C;;;
AN1;A-nouveaux;;20210101;28184000;CompteLib_0013;;;Non dispo;20210101;EcritureLib_0001;20221128;0,00;241,62;C;;;
AN1;A-nouveaux;;20210101;31000000;CompteLib_0014;;;Non dispo;20210101;EcritureLib_0001;20221128;3367,16;0,00;D;;A;20250403
AN1;A-nouveaux;;20210101;40101438;CompteLib_0015;;;Non dispo;20210101;EcritureLib_0003;20221128;0,00;89,98;C;;;
AN1;A-nouveaux;;20210101;40101438;CompteLib_0015;;;Non dispo;20210101;EcritureLib_0003;20221128;89,98;0,00;D;;;
AN1;A-nouveaux;;20210101;40101438;CompteLib_0015;;;Non dispo;20210101;EcritureLib_0004;20221128;99,00;0,00;D;;;
AN1;A-nouveaux;;20210101;40101438;CompteLib_0015;;;Non dispo;20210101;EcritureLib_0004;20221128;0,00;99,00;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0005;20221128;0,00;173,76;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;123,09;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;234,08;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0007;20221128;124,21;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;191,77;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;93,37;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;119,99;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0007;20221128;0,00;124,21;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;166,54;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;228,20;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;193,44;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;70,97;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;183,39;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0007;20221128;0,00;93,16;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;191,02;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;123,10;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0008;20221128;0,00;704,24;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0009;20221128;200,00;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;234,08;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0009;20221128;0,00;150,00;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;1242,43;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;96,68;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;257,38;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;103,75;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;228,20;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;209,76;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;363,32;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;211,72;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;93,37;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;45,49;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0009;20221128;117,00;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;211,72;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;136,85;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;183,39;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;123,09;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;99,48;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0009;20221128;0,00;117,00;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;260,59;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;207,79;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0008;20221128;704,24;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;338,39;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;115,56;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0009;20221128;0,00;200,00;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;12,64;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;204,61;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;121,18;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;119,99;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;187,65;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0007;20221128;0,00;32,33;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;204,61;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;90,17;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;131,76;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;187,65;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;116,37;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;196,24;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0009;20221128;0,00;141,15;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0007;20221128;124,09;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0007;20221128;93,16;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0007;20221128;92,95;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0009;20221128;141,15;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;290,54;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0009;20221128;0,00;200,00;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;260,59;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;244,57;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;185,52;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;142,05;0,00;D;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0006;20221128;0,00;191,02;C;;;
AN1;A-nouveaux;;20210101;40101607;CompteLib_0016;;;Non dispo;20210101;EcritureLib_0009;20221128;200,00;0,00;D;;;
